0.479,0.433,0.691,3.948
0.501,0.356,0.691,4.494
0.424,0.702,0.691,3.297
0.441,0.423,0.915,3.402
0.593,0.373,0.915,3.780
0.429,0.455,0.915,3.003
0.599,0.295,0.915,4.032
0.572,0.286,0.915,4.116
0.581,0.254,0.915,4.830
0.467,0.363,0.915,3.864
0.454,0.426,0.915,3.276
0.573,0.416,0.915,3.801
0.492,0.415,0.915,3.654
0.598,0.350,0.915,3.591
0.475,0.537,0.915,2.793
0.535,0.458,0.915,3.738
0.540,0.616,0.915,2.940
0.301,0.901,0.915,3.024
0.381,0.690,0.223,2.814
0.394,0.679,0.223,3.276
0.277,0.759,0.223,2.478
0.531,0.717,0.223,2.898
0.427,0.408,0.223,3.276
0.282,0.765,0.223,3.066
0.336,0.732,0.223,3.738
0.421,0.541,0.223,3.234
0.529,0.337,0.223,4.515
0.381,0.314,0.223,4.116
0.300,0.282,0.223,3.213
0.444,0.384,0.223,4.074
0.531,0.365,0.223,3.570
0.536,0.362,0.223,3.276
0.354,0.393,0.223,2.751
0.699,0.073,0.223,8.673
0.518,0.124,0.223,5.103
0.610,0.150,0.223,4.893
0.556,0.098,0.223,5.670
0.474,0.268,0.223,4.767
0.525,0.218,0.223,5.250
0.479,0.282,0.223,4.998
0.570,0.253,0.223,4.998
0.587,0.260,0.223,4.683
0.478,0.346,0.223,3.654
0.479,0.279,0.223,4.011
0.416,0.353,0.426,4.851
0.590,0.196,0.426,4.956
0.475,0.213,0.426,4.746
0.617,0.093,0.426,6.174
0.508,0.226,0.426,4.872
0.569,0.120,0.426,5.166
0.682,0.137,0.426,6.279
0.707,0.085,0.553,7.812
0.869,0.155,0.553,8.358
0.534,0.208,0.553,7.602
0.743,0.079,0.553,7.959
0.621,0.103,0.553,6.825
0.422,0.333,0.553,5.544
0.536,0.310,0.553,6.216
0.666,0.131,0.277,6.720
0.619,0.072,0.277,6.258
0.749,0.095,0.277,7.329
0.701,0.087,0.277,7.770
0.657,0.075,0.277,6.405
0.748,0.025,0.277,7.644
0.670,0.085,0.319,6.531
0.629,0.067,0.319,6.111
0.770,0.058,0.000,6.993
0.733,0.184,0.000,6.363
0.768,0.129,0.000,7.266
0.706,0.072,0.468,7.329
0.739,0.069,0.468,6.909
0.538,0.151,0.223,5.061
0.837,0.031,0.223,8.883
0.887,0.051,0.223,10.185
0.482,0.247,0.638,4.746
0.572,0.250,0.638,5.124
0.459,0.447,0.638,4.725
0.517,0.352,0.638,5.124
0.369,0.587,0.638,4.200
0.496,0.425,0.638,4.557
0.381,0.611,0.638,4.053
0.464,0.390,0.638,4.704
0.582,0.206,0.638,5.901
0.383,0.766,0.638,4.977
0.542,0.208,0.638,5.250
0.481,0.320,0.404,4.893
0.637,0.214,0.404,6.027
0.494,0.443,0.404,4.515
0.581,0.237,0.404,4.830
0.701,0.215,0.511,5.607
0.538,0.541,0.511,4.557
0.686,0.221,0.511,5.775
0.632,0.156,0.511,6.321
0.973,0.060,0.511,9.408
0.926,0.032,0.511,7.896
0.745,0.122,0.511,6.636
0.853,0.054,0.511,9.807
0.618,0.049,0.511,6.615
0.500,0.269,0.511,5.103
0.796,0.091,0.511,6.657
0.987,0.014,0.511,8.757
0.969,0.055,0.511,10.143
0.654,0.169,0.511,6.090
0.522,0.247,0.511,5.040
0.635,0.210,0.511,5.271
0.785,0.076,0.511,6.615
0.604,0.122,0.426,4.977
0.630,0.150,0.426,4.893
0.690,0.261,0.426,4.620
0.524,0.290,0.426,4.221
0.578,0.257,0.426,4.662
0.585,0.089,0.426,4.977
0.420,0.292,0.691,3.696
0.423,0.458,0.691,3.885
0.527,0.199,0.691,5.103
0.551,0.227,0.691,4.305
0.594,0.210,0.691,5.145
0.653,0.127,0.691,5.502
0.605,0.109,0.691,5.124
0.595,0.045,0.691,5.208
0.702,0.043,0.691,6.216
0.971,0.043,0.691,8.988
0.527,0.128,0.404,4.599
0.479,0.202,0.404,4.389
0.805,0.031,0.351,9.240
0.780,0.161,0.043,7.560
0.678,0.137,0.043,6.321
0.753,0.211,0.043,7.098
0.818,0.147,0.043,9.051
1.000,0.109,0.043,10.248
0.779,0.258,0.043,6.510
0.754,0.170,0.043,7.665
0.413,0.235,0.043,4.788
0.714,0.356,0.043,6.447
0.808,0.033,0.043,9.135
0.488,0.324,0.638,4.347
0.474,0.306,0.638,4.431
0.554,0.128,0.638,5.292
0.615,0.160,0.638,5.124
0.854,0.128,0.638,7.392
0.661,0.043,0.532,6.804
0.681,0.028,0.532,6.720
0.766,0.113,0.532,6.972
0.675,0.061,0.532,6.951
0.604,0.145,0.532,6.111
0.672,0.080,0.245,7.371
0.881,0.049,0.245,9.534
0.704,0.073,0.245,7.434
0.844,0.029,0.245,9.660
0.729,0.163,0.287,6.762
0.598,0.174,0.287,4.620
0.552,0.304,0.596,4.221
0.547,0.143,0.426,4.872
0.569,0.156,0.426,4.683
0.621,0.209,0.426,5.208
0.682,0.038,0.702,5.985
0.742,0.044,0.702,7.833
0.634,0.076,0.702,5.859
0.530,0.183,0.362,5.019
0.506,0.234,0.362,4.557
0.644,0.119,0.362,6.006
0.618,0.150,0.362,5.691
0.461,0.385,0.362,4.263
0.576,0.083,0.234,4.725
0.719,0.077,0.234,6.090
0.684,0.114,0.234,5.208
0.626,0.209,0.372,4.620
0.607,0.186,0.372,5.544
0.707,0.080,0.372,6.951
0.760,0.138,0.617,7.581
0.632,0.193,0.617,5.964
0.798,0.125,0.617,7.014
0.680,0.154,0.617,5.922
0.636,0.071,0.617,4.788
0.498,0.222,0.617,4.263
0.292,0.296,0.617,3.381
0.529,0.111,0.617,4.641
0.509,0.271,0.617,4.074
0.559,0.164,0.617,4.536
0.621,0.203,0.617,4.998
0.443,0.265,0.617,3.402
0.486,0.454,0.617,3.738
0.459,0.388,0.617,4.158
0.583,0.233,0.617,4.851
0.528,0.299,0.617,4.410
0.592,0.145,0.745,4.998
0.582,0.136,0.745,4.851
0.513,0.159,0.745,4.284
0.444,0.271,0.745,3.885
0.590,0.115,0.745,5.250
0.593,0.086,0.745,5.166
0.569,0.116,0.745,4.830
0.521,0.300,0.745,4.662
0.477,0.222,0.457,4.053
0.573,0.149,0.457,4.746
0.534,0.198,0.457,4.158
0.443,0.290,0.457,3.591
0.511,0.163,0.457,4.074
0.570,0.103,0.809,4.662
0.568,0.133,0.809,4.347
0.512,0.168,0.809,4.431
0.477,0.217,0.809,4.095
0.483,0.238,0.809,3.885
0.516,0.181,0.809,4.326
0.501,0.216,0.809,3.990
0.498,0.203,0.809,3.927
0.761,0.098,0.309,6.867
0.616,0.185,0.351,3.465
0.648,0.144,0.532,5.019
0.685,0.073,0.532,6.552
0.507,0.238,0.660,3.675
0.483,0.297,0.660,3.612
0.611,0.122,0.564,4.851
0.636,0.111,0.468,5.145
0.698,0.109,0.755,5.586
0.606,0.111,0.755,4.809
0.624,0.098,0.606,5.061
0.480,0.161,0.606,3.906
0.655,0.070,0.468,6.321
0.435,0.169,1.000,3.822
0.491,0.100,1.000,4.326
0.548,0.434,0.809,3.738
0.586,0.314,0.809,4.557
0.530,0.264,0.809,4.767
0.527,0.297,0.809,4.746
0.587,0.161,0.809,5.250
0.556,0.339,0.809,4.179
0.372,0.228,0.809,4.368
0.464,0.352,0.809,3.528
0.000,0.143,0.809,5.775
0.290,0.334,0.809,4.599
0.062,0.315,0.809,4.851
0.278,0.911,0.809,2.898
0.119,1.000,0.809,2.898
0.776,0.318,0.809,3.150
0.638,0.591,0.809,2.919
0.668,0.535,0.809,2.793
0.583,0.603,0.809,2.751
0.550,0.550,0.809,2.142
0.704,0.423,0.809,2.184
0.617,0.531,0.809,2.289
0.408,0.601,0.809,2.373
0.405,0.627,0.809,2.583
0.167,0.796,0.809,1.848
0.355,0.801,0.809,1.512
0.226,0.731,0.809,2.205
0.297,0.834,0.809,1.554
0.273,0.796,0.809,2.142
0.378,0.524,0.809,2.415
0.445,0.420,0.809,3.171
0.515,0.466,0.809,4.872
0.305,0.659,0.809,2.037
0.544,0.366,0.809,2.898
0.481,0.399,0.809,2.667
0.602,0.421,0.809,2.751
0.588,0.483,0.809,2.625
0.452,0.498,0.809,1.785
0.391,0.795,0.809,1.050
0.474,0.778,0.809,1.323
0.502,0.689,0.809,1.176
0.575,0.510,0.809,1.512
0.588,0.509,0.809,2.541
0.370,0.494,0.809,1.743
0.407,0.706,0.809,1.785
0.439,0.583,0.809,1.050
0.119,0.593,0.809,2.499
0.423,0.282,0.809,5.859
0.425,0.679,0.809,3.612
0.680,0.495,0.809,5.775
0.454,0.226,0.809,3.150
0.640,0.535,0.809,3.612
0.221,0.900,0.809,3.759
0.330,0.503,0.809,3.423
0.198,0.972,0.809,1.470
0.594,0.752,0.809,1.512
0.666,0.662,0.809,1.575
0.360,0.685,0.809,2.184
0.495,0.518,0.809,1.848
0.675,0.577,0.809,1.764
0.589,0.362,0.809,3.507
0.505,0.381,0.809,2.982
0.431,0.337,0.809,4.368
0.526,0.592,0.809,2.814
0.414,0.422,0.809,2.457
0.483,0.623,0.809,1.743
0.471,0.381,0.809,2.142
0.546,0.348,0.809,2.289
0.544,0.543,0.809,2.310
0.583,0.614,0.809,1.995
0.576,0.435,0.809,3.045
0.676,0.492,0.809,2.961
0.592,0.279,0.809,3.381
0.594,0.396,0.809,3.003
0.547,0.366,0.809,2.457
0.634,0.592,0.809,2.814
0.600,0.447,0.809,2.016
0.536,0.680,0.809,1.827
0.491,0.890,0.809,1.764
0.427,0.581,0.809,2.688
0.467,0.559,0.809,2.205
0.588,0.487,0.809,3.591
0.550,0.406,0.809,3.864
0.605,0.469,0.809,3.234
0.474,0.606,0.809,2.268
0.599,0.611,0.809,2.478
0.575,0.439,0.809,3.129
0.556,0.402,0.809,2.646
0.542,0.449,0.809,2.961
0.590,0.482,0.809,2.730
0.659,0.430,0.809,2.814
0.640,0.438,0.809,3.192
0.566,0.425,0.809,3.381
0.792,0.410,0.809,3.738
0.655,0.465,0.809,3.129
0.613,0.449,0.809,2.961
0.499,0.473,0.809,2.667
0.491,0.416,0.809,2.835
0.566,0.396,0.809,3.129
0.521,0.353,0.809,4.200
0.649,0.401,0.809,3.444
0.582,0.352,0.809,3.717
0.570,0.334,0.809,4.095
0.610,0.231,0.809,4.242
0.547,0.312,0.809,4.494
0.454,0.338,0.809,4.179
0.494,0.422,0.809,3.990
0.505,0.537,0.809,4.011
0.489,0.449,0.809,4.011
0.445,0.355,0.809,4.221
0.539,0.398,0.809,4.179
0.552,0.303,0.809,4.116
0.595,0.344,0.809,4.872
0.707,0.269,0.809,6.258
0.386,0.449,0.809,2.898
0.538,0.615,0.809,2.793
0.604,0.464,0.809,3.507
0.360,0.637,0.809,2.520
0.542,0.446,0.809,3.066
0.552,0.309,0.809,4.494
0.554,0.243,0.809,4.830
0.659,0.160,0.809,4.977
0.724,0.140,0.809,5.250
0.455,0.235,0.809,4.578
0.478,0.316,0.809,4.326
0.569,0.239,0.809,4.452
0.528,0.361,0.809,4.011
0.485,0.263,0.809,4.326
0.391,0.447,0.798,3.192
0.383,0.611,0.798,1.470
0.317,0.770,0.798,1.701
0.501,0.447,0.798,2.856
0.501,0.316,0.798,4.221
0.444,0.279,0.702,4.578
0.489,0.323,0.702,5.145
0.436,0.434,0.702,4.851
0.378,0.532,0.702,4.137
0.462,0.337,0.702,3.843
0.508,0.304,0.702,4.452
0.415,0.365,0.702,3.675
0.510,0.343,0.702,3.528
0.627,0.214,0.894,4.704
0.529,0.197,0.894,4.326
0.706,0.102,0.894,5.019
0.668,0.125,0.894,4.620
0.510,0.164,0.894,2.499
